"TRAM","Rang","GEOM_WKT"
"T03411B","20 - 30 µg/m³","MULTILINESTRING ((427122.134100031 4580435.47721479,427159.71269411 4580374.32483451))"
"T16202L","20 - 30 µg/m³","MULTILINESTRING ((428785.21064728 4586887.39253293,428798.528857649 4586912.45047148,428805.167098477 4586942.89646945,428797.155283689 4586968.99357197,428778.155464021 4586996.69376067,428722.109532918 4587017.25421991))"
"T21163G","20 - 30 µg/m³","MULTILINESTRING ((432299.163215014 4589411.20886702,432294.322273468 4589419.90491738,432310.967576558 4589456.4588488,432320.921802434 4589484.20081704,432330.061064186 4589516.83779914,432333.49510828 4589521.94878116))"
"T20976F","30 - 40 µg/m³","MULTILINESTRING ((429653.71581791 4587905.48404752,429639.052833444 4587925.9116881))"
"T18547P","20 - 30 µg/m³","MULTILINESTRING ((430999.314643953 4581695.10569157,431005.420712071 4581702.82665713,431009.485755307 4581707.68863378,431013.021803089 4581713.25661552,431023.890964503 4581732.28556231))"
"T05001V","20 - 30 µg/m³","MULTILINESTRING ((428562.479205372 4585949.96173243,428599.629376698 4585964.98747363,428742.120028074 4586021.86447981))"
"T00887V","20 - 30 µg/m³","MULTILINESTRING ((431018.107204197 4582028.18005869,431036.685357243 4582044.53594297,431033.752388511 4582049.24697239,431039.422431665 4582053.77093635))"
"RL0028B","30 - 40 µg/m³","MULTILINESTRING ((431038.430829706 4580305.10962079,431035.864112664 4580301.17526916,431030.214038261 4580292.55529873,431023.993957408 4580283.10533138,431017.763875642 4580273.66536412,431011.17379106 4580263.8453992,431004.423706688 4580254.14543519,431001.853675594 4580250.53544938,430995.453597644 4580241.56548387,430991.183545608 4580235.5855069,430986.473487924 4580228.97553261,430977.673380228 4580216.60558021,430968.883272753 4580204.18562769,430962.183187155 4580194.28566311,430961.593179205 4580193.36566624,430955.763100512 4580184.17569578,430953.343064878 4580180.00570785,430951.003030851 4580175.97571987,430946.642959994 4580167.56573946,430942.952893826 4580159.62575527,430942.272881255 4580158.1457577,430938.212802422 4580148.59577373,430934.742728797 4580139.60578613,430934.212717487 4580138.22578801,430930.602632182 4580127.72579924,430927.237252704 4580116.54719398))"
"T01825L","20 - 30 µg/m³","MULTILINESTRING ((428598.879922776 4581824.40012231,428693.396781495 4581918.25054721))"
"T10879A","20 - 30 µg/m³","MULTILINESTRING ((425883.602565411 4583252.77997199,425889.490715875 4583271.38695565,425943.432421086 4583353.19867018))"
"T12228F","20 - 30 µg/m³","MULTILINESTRING ((430782.189815336 4586765.64316245,430784.210499547 4586723.52007993))"
"T01146V","20 - 30 µg/m³","MULTILINESTRING ((430480.076861117 4580908.15341948,430518.890663114 4580874.16907319))"
"T09084E","30 - 40 µg/m³","MULTILINESTRING ((432033.607381287 4584080.95349614,432000.44539194 4584089.07675944,431934.259793879 4584155.32936083))"
"RD0103Y","30 - 40 µg/m³","MULTILINESTRING ((425425.318352452 4582450.00635984,425430.321860292 4582462.46120435,425447.182208057 4582504.82114098,425462.08251414 4582542.08108483,425476.592809993 4582578.08102967,425479.90287834 4582586.41101732,425489.063067021 4582609.41098299,425498.183256064 4582632.44094886,425509.623498442 4582662.0109074,425514.363598843 4582674.25089044,425527.443877767 4582708.32084334,425535.694838156 4582727.13193871))"
"T11932S","20 - 30 µg/m³","MULTILINESTRING ((431730.798288359 4588350.14749764,431672.187369511 4588372.83897744))"
"T07510T","20 - 30 µg/m³","MULTILINESTRING ((425711.59247157 4582353.64190202,425795.219205436 4582433.21038785,425810.664340755 4582447.87629284))"
"T07958V","20 - 30 µg/m³","MULTILINESTRING ((429632.488705897 4583953.96050397,429690.230175246 4584003.93314024))"
"T05306J","20 - 30 µg/m³","MULTILINESTRING ((429361.991865465 4586534.11358002,429343.458016337 4586557.83175894,429337.858095146 4586569.38682,429336.880161598 4586578.36484177,429336.2582535 4586590.63186609))"
"T08647N","20 - 30 µg/m³","MULTILINESTRING ((428331.312349619 4585752.14117606,428334.585440807 4585763.51916933,428332.914524865 4585774.96820037,428328.843606282 4585786.5602499,428322.510678867 4585797.44931552,428313.208740452 4585807.49340241,428302.487775248 4585814.2884949,428278.492802896 4585822.86069128))"
"T13627U","20 - 30 µg/m³","MULTILINESTRING ((429642.335602752 4586574.22351057,429654.368975828 4586488.94528277))"
"T07336X","20 - 30 µg/m³","MULTILINESTRING ((427443.285558023 4581748.04579525,427569.864090049 4581792.3399004))"
"T05251L","20 - 30 µg/m³","MULTILINESTRING ((429967.696457908 4587149.09795207,429925.438532544 4587167.57630303,429922.083464797 4587159.31331539))"
"T06673H","20 - 30 µg/m³","MULTILINESTRING ((433496.586881018 4587804.32126413,433689.167600855 4587860.07489443,433834.109967359 4587878.928827))"
"T09839X","20 - 30 µg/m³","MULTILINESTRING ((434234.811571214 4585238.33160201,434324.01234673 4585322.65306201))"
"T00099B","20 - 30 µg/m³","MULTILINESTRING ((432327.437900518 4581195.46386427,432341.341951488 4581199.34876492))"
"T09574R","20 - 30 µg/m³","MULTILINESTRING ((433177.315935962 4585368.90480837,433081.400520826 4585465.62568843))"
"T19280L","30 - 40 µg/m³","MULTILINESTRING ((429450.446890315 4581910.58277748,429497.753324652 4581958.15349045))"
"T20933U","20 - 30 µg/m³","MULTILINESTRING ((427893.637861706 4583670.7723089,427955.010959964 4583671.18584237))"
"T15832F","<= 20 µg/m³","MULTILINESTRING ((423930.772547275 4586287.69754096,423958.059484674 4586273.79631108,423938.093121982 4586230.04239382))"
"T21310Z","20 - 30 µg/m³","MULTILINESTRING ((426805.255487669 4583975.38105856,426761.580973921 4584048.29850216))"
"T14932E","20 - 30 µg/m³","MULTILINESTRING ((428081.189082002 4579579.15759884,428080.474198772 4579594.69562833,428081.978286473 4579605.95163434))"
"T20053X","20 - 30 µg/m³","MULTILINESTRING ((428017.621393096 4585557.9522539,428018.272473266 4585568.41226568,428018.846999589 4585637.84037235,428020.85515469 4585657.92238918,428022.290226401 4585667.10339294,428031.757505991 4585702.10337681,428046.102897389 4585750.87534557,428050.98007215 4585772.96534374,428050.980178551 4585787.02336621,428045.242252156 4585797.92542733,428037.874284414 4585803.69849265))"
"T20295N","20 - 30 µg/m³","MULTILINESTRING ((428272.503487177 4583807.37663284,428258.948634296 4583829.48976964,428223.506912461 4583873.30010602,428214.64694614 4583879.53518295,428193.480000667 4583891.02136153,428177.893005209 4583894.79548592,428161.976980547 4583894.79560708,428148.029941472 4583892.49870976))"
"T19850X","20 - 30 µg/m³","MULTILINESTRING ((433577.530934094 4587399.15601029,433625.665274095 4587302.30549256))"
"T11101N","20 - 30 µg/m³","MULTILINESTRING ((428323.359785977 4583704.78208972,428395.679159341 4583739.16259154,428423.413321229 4583754.80740423,428442.613486121 4583772.58528511,428450.79057447 4583782.540238))"
"T12601G","20 - 30 µg/m³","MULTILINESTRING ((430428.713068436 4587399.69784932,430420.152871693 4587375.47087556))"
"T00461Z","20 - 30 µg/m³","MULTILINESTRING ((431695.305982143 4581729.59247232,431705.556164019 4581751.44442816))"
"T20494S","20 - 30 µg/m³","MULTILINESTRING ((430780.630574379 4586602.04991313,430738.950633099 4586618.33125463))"
"T12218D","20 - 30 µg/m³","MULTILINESTRING ((430973.910322958 4587057.59817654,431013.392880665 4587123.16698207))"
"T09928X","20 - 30 µg/m³","MULTILINESTRING ((434442.809291935 4585028.04670598,434421.110430532 4585050.63490435))"
"T07139U","20 - 30 µg/m³","MULTILINESTRING ((427138.468508456 4581935.33540185,427155.678579224 4581941.14827984,427244.237944737 4581971.2376523))"
"T04471R","20 - 30 µg/m³","MULTILINESTRING ((430698.035121081 4585502.00077765,430727.097570238 4585555.42664344))"
"T13774E","<= 20 µg/m³","MULTILINESTRING ((423190.165513587 4586039.85378494,423203.975568022 4586044.24368732,423238.185767747 4586063.68345906,423254.666110136 4586105.54340057,423254.666106346 4586105.04339978))"
"T11566Q","20 - 30 µg/m³","MULTILINESTRING ((426679.096873606 4584183.55633618,426611.003613262 4584294.81402404))"
"T03232A","20 - 30 µg/m³","MULTILINESTRING ((427834.533426182 4581255.90706269,427900.725762858 4581286.79460679))"
"T15677M","20 - 30 µg/m³","MULTILINESTRING ((430948.792696768 4581712.34410068,430975.182831958 4581724.76091977,431019.644098104 4581750.73162271))"
"T11702G","<= 20 µg/m³","MULTILINESTRING ((425316.431444143 4585195.94225498,425312.921488693 4585202.52529173,425287.923774372 4585245.25054709,425273.658101926 4585291.35072716))"
"T03860W","20 - 30 µg/m³","MULTILINESTRING ((428503.697868372 4579992.53202698,428508.595760887 4579977.37496633,428482.207962533 4579877.51401256))"
"T20748V","30 - 40 µg/m³","MULTILINESTRING ((432037.024116618 4584439.7960143,432122.75188309 4584523.16149186))"
"T04551Q","20 - 30 µg/m³","MULTILINESTRING ((430702.828929117 4586004.25954627,430617.652148991 4586050.72626528))"
"T03494U","20 - 30 µg/m³","MULTILINESTRING ((429589.019995672 4580579.89168259,429476.884802775 4580577.18153083))"
"T15587L","20 - 30 µg/m³","MULTILINESTRING ((431640.954713782 4581705.32684682,431647.481833983 4581719.81881959))"
"T19635S","20 - 30 µg/m³","MULTILINESTRING ((432318.661641141 4580899.77247586,432327.230672864 4580902.20741469,432329.256704348 4580905.94140509,432330.258748426 4580911.54140612))"
"T05428S","20 - 30 µg/m³","MULTILINESTRING ((429483.049905516 4587967.24394039,429449.278997608 4587986.28922751,429424.147141725 4588010.43945701,429410.992228497 4588024.57657951))"
"T15942K","20 - 30 µg/m³","MULTILINESTRING ((426630.961413045 4581894.56120035,426781.257220936 4581970.3151733))"
"T17274F","20 - 30 µg/m³","MULTILINESTRING ((426707.2742906 4582521.42158221,426691.62536862 4582534.89172196,426649.233597709 4582573.71810409))"
"T14732Y","30 - 40 µg/m³","MULTILINESTRING ((430756.534567215 4583444.42919708,430612.846986399 4583397.28921341))"
"T02049Z","20 - 30 µg/m³","MULTILINESTRING ((431086.880589581 4582722.66159779,430982.423236888 4582829.04555088))"
"T15841G","20 - 30 µg/m³","MULTILINESTRING ((429879.130530456 4580723.30369774,429876.395387762 4580705.06869051,429858.312123408 4580673.91778011))"
"T02306X","20 - 30 µg/m³","MULTILINESTRING ((431636.084083439 4583070.57196933,431644.677370784 4583106.61695916))"
"T02035T","30 - 40 µg/m³","MULTILINESTRING ((430405.674906243 4583034.43823088,430311.146493747 4583130.93909336))"
"T01520X","20 - 30 µg/m³","MULTILINESTRING ((431221.939476533 4581627.74790198,431236.686341191 4581606.93375838))"
"T04706R","20 - 30 µg/m³","MULTILINESTRING ((430166.684871085 4586766.82282811,430141.700076216 4586799.01806963))"
"T00916J","20 - 30 µg/m³","MULTILINESTRING ((430978.729868549 4581860.4471005,430966.015037055 4581885.20923468))"
"T07458G","20 - 30 µg/m³","MULTILINESTRING ((427705.523474059 4581683.59770144,427673.646913171 4581747.9170427))"
"T05373U","20 - 30 µg/m³","MULTILINESTRING ((430093.31274614 4587557.71264726,429982.130243433 4587646.04063357))"
"T12613K","20 - 30 µg/m³","MULTILINESTRING ((430520.978534095 4587310.23600822,430521.085487873 4587304.10999765,430510.445335452 4587286.16104962))"
"T15693M","20 - 30 µg/m³","MULTILINESTRING ((430964.126900474 4581341.19741601,430971.865852009 4581333.24134518))"
"T09528L","20 - 30 µg/m³","MULTILINESTRING ((432808.207401265 4584978.17499454,432791.120503773 4584995.10014941))"
"T12832T","20 - 30 µg/m³","MULTILINESTRING ((430937.308038015 4588875.35933877,430941.532151073 4588889.40932898,430953.044255052 4588900.76725972,430962.094294057 4588904.05819637,430973.182321176 4588905.36311443,430989.096358747 4588907.05799655,431004.880409972 4588910.58088254,431016.490480411 4588917.49380552,431022.349546401 4588924.99877299,431056.083900464 4588964.79358032))"
"T01919Q","20 - 30 µg/m³","MULTILINESTRING ((429457.609206752 4582477.1265886,429363.674798973 4582574.10345115))"
"T11631I","20 - 30 µg/m³","MULTILINESTRING ((426124.706012146 4584446.89595889,426133.579427794 4584499.77097179,426136.836663603 4584530.13199318,426142.639910806 4584561.46999666,426153.325073097 4584580.63394443,426155.094185811 4584595.10195296))"
"T12708Q","20 - 30 µg/m³","MULTILINESTRING ((431408.944256231 4588411.74603275,431325.470524914 4588464.28074814))"
"T07803D","20 - 30 µg/m³","MULTILINESTRING ((429408.531955657 4583769.34692846,429458.442564214 4583707.73645512))"
"T05576D","20 - 30 µg/m³","MULTILINESTRING ((428096.505899118 4586401.29200022,428056.529845572 4586402.41230631,428003.601753759 4586401.13370718))"
"T12041W","20 - 30 µg/m³","MULTILINESTRING ((431580.204514089 4588014.88710712,431549.158708855 4588046.93639302))"
"T09786B","20 - 30 µg/m³","MULTILINESTRING ((434236.411527977 4585628.34321195,434215.211663496 4585650.52740764))"
"T18057C","20 - 30 µg/m³","MULTILINESTRING ((428633.430291964 4579231.26886299,428622.166371973 4579244.09696847))"
"T01504X","20 - 30 µg/m³","MULTILINESTRING ((431061.102522065 4581534.87597813,431045.957606046 4581549.01311452,431037.972643429 4581555.55918504,431046.783717507 4581563.51413047))"
"T00474E","20 - 30 µg/m³","MULTILINESTRING ((431724.752071327 4581735.34225809,431751.183023645 4581723.69304004))"
"T09248G","20 - 30 µg/m³","MULTILINESTRING ((433598.723168408 4583867.62132784,433655.481660235 4583920.81897935))"
"T06754H","20 - 30 µg/m³","MULTILINESTRING ((433428.235204672 4588124.67528783,433731.400977902 4588164.93205614))"
"T10174A","20 - 30 µg/m³","MULTILINESTRING ((432113.178833717 4582809.33995889,432216.646717037 4582904.53432077))"
"T02771S","20 - 30 µg/m³","MULTILINESTRING ((427415.052813916 4580601.77124443,427430.073336866 4580535.8460284))"
"T12048D","20 - 30 µg/m³","MULTILINESTRING ((431600.260508638 4588142.0221567,431585.506580394 4588154.50728822))"
"T04539U","20 - 30 µg/m³","MULTILINESTRING ((431390.030721731 4585968.62128877,431363.515979487 4586008.08355252))"
"T18085G","20 - 30 µg/m³","MULTILINESTRING ((430920.576117731 4587569.55539513,430963.413568648 4587620.31615145))"
"T01204O","20 - 30 µg/m³","MULTILINESTRING ((430841.445267442 4580756.29444785,430907.698338098 4580752.08993934))"
"T19522K","20 - 30 µg/m³","MULTILINESTRING ((432609.487425942 4586209.30344556,432544.048500951 4586232.52797774))"
"T21420E","20 - 30 µg/m³","MULTILINESTRING ((433693.992466856 4587577.65041132,433731.531576655 4587584.49913801))"
"T09685X","20 - 30 µg/m³","MULTILINESTRING ((433411.62091077 4585846.17879793,433364.779167791 4585889.62422155))"
"T12690X","20 - 30 µg/m³","MULTILINESTRING ((431119.730425037 4588229.31293425,431166.42178453 4588267.19364065,431196.252036264 4588294.30545768))"
"T16126Q","20 - 30 µg/m³","MULTILINESTRING ((431470.739120275 4585608.46010171,431365.2867348 4585579.03685246,431358.632721478 4585578.63390216))"
"T07804E","20 - 30 µg/m³","MULTILINESTRING ((429512.295713433 4583716.41705845,429495.977836514 4583735.91521222))"
"T05955K","20 - 30 µg/m³","MULTILINESTRING ((432459.617914014 4586304.25773096,432458.7712077 4586343.20679945))"
"T18024T","20 - 30 µg/m³","MULTILINESTRING ((427846.746351928 4586380.2158679,427834.907376167 4586385.84496699,427819.910399336 4586391.98009094,427808.550421269 4586397.20618575,427804.687439357 4586400.38722022,427799.916483556 4586407.20326741,427795.371540153 4586415.6103154,427789.691653477 4586431.74238435,427788.101718109 4586440.60441057,427786.965814405 4586453.55543985,427786.510990897 4586476.9584806,427783.78505376 4586485.81951546,427779.695105901 4586493.5445589,427765.153202035 4586509.22269458,427759.246213513 4586511.94974388,427747.871192054 4586511.44782968))"
"T16945R","20 - 30 µg/m³","MULTILINESTRING ((426446.198717427 4583684.24334835,426464.646807968 4583692.38622033))"
"T01457H","20 - 30 µg/m³","MULTILINESTRING ((430907.883191873 4581522.62512012,430890.211274462 4581537.09427617))"
"T18328G","20 - 30 µg/m³","MULTILINESTRING ((433748.142445746 4584399.78300674,433723.356474716 4584408.59720765,433597.463967332 4584367.3290974))"
"T06005D","20 - 30 µg/m³","MULTILINESTRING ((431974.310203792 4586969.5334633,432013.21631614 4586976.42717978))"
"T17081Y","20 - 30 µg/m³","MULTILINESTRING ((430599.078321756 4586869.99871515,430570.738279431 4586870.20893004))"
"T09911O","20 - 30 µg/m³","MULTILINESTRING ((434722.62929598 4584972.19450497,434752.834569203 4585002.0193218))"
"T15736G","20 - 30 µg/m³","MULTILINESTRING ((430705.923631907 4581095.20499511,430665.789905329 4581139.37936697))"
"T02868A","20 - 30 µg/m³","MULTILINESTRING ((427681.736034505 4580313.04377075,427634.191930736 4580309.02912601,427623.391950845 4580313.87421561))"
"T04934B","20 - 30 µg/m³","MULTILINESTRING ((429458.490702966 4585700.13851153,429472.059730562 4585701.00940963,429487.894745614 4585699.75928708,429498.027755608 4585699.00720874))"
"T10394K","20 - 30 µg/m³","MULTILINESTRING ((428831.64034319 4583016.89617419,428756.310938965 4583110.59289018))"
"T05481X","> 40 µg/m³","MULTILINESTRING ((428203.580612863 4585945.2324572,428220.549479054 4585954.53002005,428255.455110246 4586049.62842544))"
